,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Price,Company
5412,Mahindra Ssangyong Rexton,Mumbai,2016,39000,Diesel,Automatic,First,1385000.0,Mahindra
5413,Maruti Ciaz 1.4,Coimbatore,2018,7784,Petrol,Manual,First,876000.0,Maruti
5414,Mercedes-Benz R-Class R350,Kochi,2014,45710,Petrol,Automatic,First,2368000.0,Mercedes-Benz
5415,Maruti Dzire AMT,Chennai,2017,42000,Petrol,Automatic,First,550000.0,Maruti
5416,Land Rover Range,Coimbatore,2013,75995,Diesel,Automatic,Second,6581000.0,Land
5417,Renault Duster 110PS,Kolkata,2013,57000,Diesel,Manual,First,499000.0,Renault
5418,Hyundai Verna 1.6,Chennai,2013,85350,Diesel,Manual,Second,570000.0,Hyundai
5419,Toyota Corolla Altis,Coimbatore,2016,82725,Petrol,Automatic,First,1199000.0,Toyota
5420,BMW 3 Series,Mumbai,2016,19000,Diesel,Automatic,Second,2999000.0,BMW
5421,Ford EcoSport 1.5,Chennai,2018,13900,Petrol,Manual,First,950000.0,Ford
5422,Maruti Swift VDI,Hyderabad,2014,108000,Diesel,Manual,First,550000.0,Maruti
5423,Hyundai Santa Fe,Bangalore,2016,36000,Diesel,Automatic,First,2300000.0,Hyundai
5424,Tata Indica V2,Hyderabad,2013,62188,Diesel,Manual,First,295000.0,Tata
5425,Hyundai Grand i10,Kochi,2015,58397,Diesel,Manual,First,490000.00000000006,Hyundai
5426,Hyundai Santro Xing,Chennai,2006,85000,Petrol,Manual,Third,130000.0,Hyundai
5427,Maruti Wagon R,Delhi,2016,30000,Petrol,Automatic,First,425000.0,Maruti
5428,Mahindra XUV500 W10,Kochi,2018,29907,Diesel,Manual,First,1636000.0,Mahindra
5429,Audi A4 2.0,Kolkata,2009,46000,Diesel,Automatic,First,994999.9999999999,Audi
5430,Volkswagen Vento Diesel,Bangalore,2012,65000,Diesel,Manual,First,550000.0,Volkswagen
5431,Maruti Vitara Brezza,Delhi,2016,22000,Diesel,Manual,First,825000.0,Maruti
5432,Maruti Zen LX,Chennai,2002,99024,Petrol,Manual,First,95000.0,Maruti
5433,Hyundai i10 Era,Kochi,2016,34952,Petrol,Manual,First,401000.0,Hyundai
5434,Honda WR-V Edge,Kochi,2019,13913,Petrol,Manual,First,819999.9999999999,Honda
5435,Honda City i,Chennai,2014,71000,Diesel,Manual,Second,620000.0,Honda
5436,Toyota Fortuner 4x2,Chennai,2012,97000,Diesel,Automatic,First,1675000.0,Toyota
5437,Mahindra XUV500 AT,Delhi,2017,21000,Diesel,Automatic,First,1650000.0,Mahindra
5438,Ford Endeavour XLT,Mumbai,2007,116000,Diesel,Manual,Third,375000.0,Ford
5439,Ford Figo Diesel,Kolkata,2012,110438,Diesel,Manual,First,350000.0,Ford
5440,Honda Jazz 1.2,Coimbatore,2017,66507,Petrol,Automatic,Second,543000.0,Honda
5441,Ford Endeavour 3.2,Coimbatore,2017,54650,Diesel,Automatic,First,3035000.0,Ford
5442,Nissan Sunny XL,Hyderabad,2014,32000,Petrol,Automatic,First,799000.0,Nissan
5443,Skoda Octavia Ambiente,Coimbatore,2011,75378,Diesel,Manual,First,359000.0,Skoda
5444,Chevrolet Beat Diesel,Chennai,2012,82697,Diesel,Manual,First,190000.0,Chevrolet
5445,Toyota Camry W2,Chennai,2009,135000,Petrol,Automatic,First,470000.0,Toyota
5446,Renault Duster 110PS,Chennai,2012,149000,Diesel,Manual,First,725000.0,Renault
5447,Mercedes-Benz GLA Class,Kochi,2016,26212,Diesel,Automatic,First,2446000.0,Mercedes-Benz
5448,Tata Zest Revotron,Pune,2014,23500,Petrol,Manual,Second,390000.0,Tata
5449,Hyundai i20 1.2,Coimbatore,2013,56127,Petrol,Manual,First,515000.00000000006,Hyundai
5450,Maruti Wagon R,Mumbai,2015,26000,Petrol,Automatic,First,365000.0,Maruti
5451,Hyundai Xcent 1.2,Kolkata,2016,26000,Diesel,Manual,First,500000.0,Hyundai
5452,Honda City 1.5,Kolkata,2009,42000,Petrol,Manual,First,229999.99999999997,Honda
5453,Hyundai Accent GLE,Pune,2001,130000,Petrol,Manual,Second,75000.0,Hyundai
5454,Hyundai Verna Xi,Kochi,2009,137148,Petrol,Manual,Second,185000.0,Hyundai
5455,Ford Figo Petrol,Kolkata,2010,114703,Petrol,Manual,First,180000.0,Ford
5456,Honda Amaze S,Kochi,2014,97439,Diesel,Manual,First,441000.0,Honda
5457,Maruti Wagon R,Chennai,2006,40000,Petrol,Manual,First,200000.0,Maruti
5458,Maruti Swift VDI,Hyderabad,2014,81609,Diesel,Manual,First,555000.0,Maruti
5459,Mercedes-Benz E-Class Facelift,Bangalore,2014,28000,Diesel,Automatic,First,3175000.0,Mercedes-Benz
5460,Audi A6 2011-2015,Bangalore,2015,37500,Diesel,Automatic,First,3200000.0,Audi
5461,Mercedes-Benz S Class,Hyderabad,2010,37000,Diesel,Automatic,First,2100000.0,Mercedes-Benz
5462,Maruti Swift Dzire,Ahmedabad,2010,83000,Diesel,Manual,First,275000.0,Maruti
5463,Toyota Corolla H2,Coimbatore,2005,79012,Petrol,Manual,First,264000.0,Toyota
5464,Mahindra Scorpio S10,Kochi,2018,27395,Diesel,Manual,First,1419000.0,Mahindra
5465,Maruti Wagon R,Jaipur,2017,35362,Petrol,Manual,First,385000.0,Maruti
5466,Toyota Fortuner 4x2,Delhi,2014,117000,Diesel,Manual,First,1550000.0,Toyota
5467,Maruti Zen Estilo,Mumbai,2010,23000,Petrol,Manual,First,190000.0,Maruti
5468,Tata Nano CX,Kochi,2014,59508,Petrol,Manual,First,126000.0,Tata
5469,Hyundai i20 Magna,Chennai,2009,69000,Petrol,Manual,Second,240000.0,Hyundai
5470,BMW 3 Series,Bangalore,2010,58000,Diesel,Automatic,First,1150000.0,BMW
5471,Mahindra XUV500 W6,Jaipur,2014,88511,Diesel,Manual,First,825000.0,Mahindra
5472,Volkswagen Vento IPL,Pune,2011,66000,Petrol,Manual,First,275000.0,Volkswagen
5473,Skoda Fabia 1.2,Delhi,2009,65000,Petrol,Manual,Second,140000.0,Skoda
5474,Tata Nano Twist,Coimbatore,2015,30676,Petrol,Manual,First,290000.0,Tata
5475,Ford Figo Diesel,Chennai,2011,76000,Diesel,Manual,First,240000.0,Ford
5476,Volkswagen Vento IPL,Pune,2013,23627,Petrol,Automatic,First,475000.0,Volkswagen
5477,Land Rover Range,Kochi,2018,52827,Diesel,Automatic,First,4476000.0,Land
5478,Honda City i,Kochi,2015,64465,Diesel,Manual,First,622000.0,Honda
5479,Renault KWID Climber,Chennai,2018,14000,Petrol,Automatic,First,450000.0,Renault
5480,Hyundai Grand i10,Mumbai,2015,26000,Petrol,Manual,First,425000.0,Hyundai
5481,Chevrolet Cruze LTZ,Hyderabad,2011,78203,Diesel,Automatic,First,550000.0,Chevrolet
5482,Hyundai i20 1.4,Mumbai,2017,27000,Diesel,Manual,First,695000.0,Hyundai
5483,Maruti Alto K10,Coimbatore,2018,31919,Petrol,Automatic,First,455999.99999999994,Maruti
5484,Hyundai Creta 1.6,Coimbatore,2016,47392,Diesel,Manual,First,1382000.0,Hyundai
5485,Honda Amaze VX,Mumbai,2016,17362,Petrol,Manual,First,565000.0,Honda
5486,Hyundai i20 Active,Kochi,2016,49716,Diesel,Manual,First,620000.0,Hyundai
5487,Maruti Celerio VXI,Delhi,2014,48000,Petrol,Manual,First,325000.0,Maruti
5488,Audi A4 2.0,Kolkata,2009,46000,Diesel,Automatic,First,850000.0,Audi
5489,Hyundai Verna 1.4,Bangalore,2016,79000,Diesel,Manual,First,725000.0,Hyundai
5490,Renault Fluence Diesel,Pune,2013,57000,Diesel,Manual,First,461000.00000000006,Renault
5491,Volkswagen Polo 1.2,Delhi,2016,29754,Petrol,Manual,First,530000.0,Volkswagen
5492,Tata Indigo LX,Ahmedabad,2012,50123,Diesel,Manual,First,190000.0,Tata
5493,Hyundai i10 Sportz,Kochi,2012,57184,Petrol,Manual,First,309000.0,Hyundai
5494,BMW 7 Series,Mumbai,2007,75000,Diesel,Automatic,Second,950000.0,BMW
5495,Hyundai Creta 1.6,Mumbai,2015,26000,Diesel,Automatic,First,1265000.0,Hyundai
5496,Hyundai Grand i10,Delhi,2016,22129,Petrol,Manual,First,425000.0,Hyundai
5497,Maruti Ritz VDi,Hyderabad,2011,127887,Diesel,Manual,First,295000.0,Maruti
5498,Mahindra Scorpio 2.6,Hyderabad,2006,92000,Diesel,Manual,First,345000.0,Mahindra
5499,Hyundai i10 Era,Hyderabad,2011,60634,Petrol,Manual,First,330000.0,Hyundai
5500,Tata Safari Storme,Hyderabad,2014,90000,Diesel,Manual,First,800000.0,Tata
5501,Honda Civic 2006-2010,Kolkata,2009,59000,Petrol,Manual,First,271000.0,Honda
5502,Maruti Zen Estilo,Hyderabad,2012,59293,Petrol,Manual,First,270000.0,Maruti
5503,Maruti Swift Dzire,Mumbai,2012,80753,Diesel,Manual,Second,450000.0,Maruti
5504,Toyota Fortuner 4x2,Delhi,2015,40000,Diesel,Manual,Second,1875000.0,Toyota
5505,Maruti Swift VDI,Pune,2014,103000,Diesel,Manual,Second,525000.0,Maruti
5506,Maruti Wagon R,Hyderabad,2012,72389,LPG,Manual,First,320000.0,Maruti
5507,Maruti Dzire LDI,Pune,2017,48000,Diesel,Manual,First,600000.0,Maruti
5508,Hyundai Grand i10,Kolkata,2014,41000,Petrol,Manual,First,314000.0,Hyundai
5509,Renault KWID RXL,Jaipur,2016,26000,Petrol,Manual,First,254999.99999999997,Renault
5510,Tata Indigo CS,Jaipur,2012,30000,Petrol,Manual,Second,229999.99999999997,Tata
5511,Ford Figo Diesel,Hyderabad,2014,74624,Diesel,Manual,First,565000.0,Ford
5512,Porsche Cayenne 2009-2014,Kochi,2015,47877,Diesel,Automatic,First,4822000.0,Porsche
5513,Maruti Alto K10,Jaipur,2016,35000,Petrol,Manual,First,300000.0,Maruti
5514,Volkswagen Vento 1.5,Ahmedabad,2015,52123,Diesel,Manual,First,750000.0,Volkswagen
5515,Mahindra Scorpio 2.6,Bangalore,2005,90000,Diesel,Manual,First,260000.0,Mahindra
5516,BMW X3 xDrive,Mumbai,2018,1400,Diesel,Automatic,First,6125000.0,BMW
5517,Honda City 1.5,Chennai,2009,122000,Petrol,Manual,Second,350000.0,Honda
5518,Mini Cooper 3,Kochi,2016,21110,Petrol,Automatic,First,2895000.0,Mini
5519,Mitsubishi Pajero Sport,Pune,2015,78000,Diesel,Automatic,First,1500000.0,Mitsubishi
5520,Maruti Swift Dzire,Jaipur,2012,72000,Diesel,Manual,First,425000.0,Maruti
5521,Bentley Continental Flying,Hyderabad,2006,48000,Petrol,Automatic,First,5900000.0,Bentley
5522,Maruti Ertiga VDI,Pune,2013,43486,Diesel,Manual,First,660000.0,Maruti
5523,Toyota Innova 2.5,Hyderabad,2007,199000,Diesel,Manual,Second,520000.0,Toyota
5524,Mercedes-Benz New C-Class,Chennai,2010,34000,Petrol,Manual,First,1000000.0,Mercedes-Benz
5525,Mercedes-Benz New C-Class,Bangalore,2016,37944,Diesel,Automatic,First,3500000.0,Mercedes-Benz
5526,Ford Ecosport 1.5,Mumbai,2017,30000,Diesel,Manual,First,875000.0,Ford
5527,Toyota Etios Liva,Coimbatore,2015,64005,Petrol,Manual,First,457000.0,Toyota
5528,Hyundai i10 Magna,Delhi,2012,62000,Petrol,Manual,First,250000.0,Hyundai
5529,Hyundai Santro LP,Chennai,2005,105000,Petrol,Manual,First,175000.0,Hyundai
5530,Land Rover Freelander,Kochi,2014,59885,Diesel,Automatic,First,2011000.0,Land
5531,Toyota Innova 2.5,Hyderabad,2011,144471,Diesel,Manual,First,780000.0,Toyota
5532,Hyundai i20 1.2,Coimbatore,2011,63991,Petrol,Manual,First,361000.0,Hyundai
5533,Hyundai Santro Xing,Pune,2007,72000,Petrol,Manual,Second,111000.00000000001,Hyundai
5534,Nissan Micra XV,Mumbai,2015,34895,Petrol,Automatic,First,459999.99999999994,Nissan
5535,BMW X6 xDrive,Ahmedabad,2015,97003,Diesel,Automatic,First,8500000.0,BMW
5536,Honda City 1.5,Kolkata,2015,45000,Petrol,Automatic,First,525000.0,Honda
5537,Honda Amaze E,Delhi,2013,45000,Diesel,Manual,Second,330000.0,Honda
5538,Toyota Fortuner 3.0,Bangalore,2013,100000,Diesel,Manual,Second,1775000.0,Toyota
5539,Land Rover Discovery,Delhi,2016,70000,Diesel,Automatic,First,3500000.0,Land
5540,Hyundai Creta 1.6,Coimbatore,2016,37023,Diesel,Manual,First,1339000.0,Hyundai
5541,Chevrolet Beat Diesel,Chennai,2012,81000,Diesel,Manual,First,250000.0,Chevrolet
5542,Toyota Innova Crysta,Kochi,2017,20789,Diesel,Automatic,First,1836000.0,Toyota
5543,Maruti Swift Dzire,Jaipur,2015,68310,Diesel,Manual,First,595000.0,Maruti
5544,Hyundai Creta 1.6,Mumbai,2015,47250,Diesel,Manual,Second,1100000.0,Hyundai
5545,Land Rover Range,Delhi,2014,47000,Diesel,Automatic,Second,6475000.0,Land
5546,Honda Amaze VX,Hyderabad,2017,128000,Diesel,Manual,First,630000.0,Honda
5547,Hyundai Creta 1.6,Kochi,2017,17702,Petrol,Manual,First,1194000.0,Hyundai
5548,Volkswagen Vento Sport,Mumbai,2014,34987,Petrol,Automatic,First,595000.0,Volkswagen
5549,Honda City i,Ahmedabad,2017,37000,Diesel,Manual,First,1100000.0,Honda
5550,Hyundai Creta 1.6,Coimbatore,2017,38271,Petrol,Manual,First,1253000.0,Hyundai
5551,Ford Figo Diesel,Bangalore,2012,32510,Diesel,Manual,Second,375000.0,Ford
5552,BMW 5 Series,Pune,2014,88000,Diesel,Automatic,First,2700000.0,BMW
5553,Mitsubishi Pajero 2.8,Pune,2012,116000,Diesel,Manual,First,994999.9999999999,Mitsubishi
5554,Renault Duster 85PS,Jaipur,2013,156000,Diesel,Manual,First,420000.0,Renault
5555,Maruti Ritz VXI,Delhi,2010,75319,Petrol,Manual,Second,200000.0,Maruti
5556,Hyundai Grand i10,Kolkata,2013,28000,Petrol,Manual,First,325000.0,Hyundai
5557,Mercedes-Benz GLA Class,Bangalore,2017,16500,Diesel,Automatic,First,3400000.0,Mercedes-Benz
5558,BMW 5 Series,Coimbatore,2016,75637,Diesel,Automatic,First,3037000.0,BMW
5559,Hyundai Creta 1.6,Kochi,2018,32854,Petrol,Automatic,First,1260000.0,Hyundai
5560,Renault KWID RXT,Kochi,2019,6568,Petrol,Manual,First,509000.0,Renault
5561,Audi A4 3.0,Bangalore,2014,30000,Diesel,Automatic,First,2450000.0,Audi
5562,Maruti Ciaz VDI,Kochi,2018,17804,Diesel,Manual,Second,797000.0,Maruti
5563,Honda Jazz S,Delhi,2011,69768,Petrol,Manual,First,290000.0,Honda
5564,BMW 3 Series,Kochi,2016,62404,Diesel,Automatic,First,2133000.0,BMW
5565,Hyundai Verna SX,Bangalore,2012,97000,Diesel,Automatic,Second,650000.0,Hyundai
5566,Hyundai Creta 1.4,Coimbatore,2016,55687,Diesel,Manual,First,1215000.0,Hyundai
5567,Volkswagen Vento 2013-2015,Kolkata,2014,17000,Petrol,Manual,First,425000.0,Volkswagen
5568,BMW 3 Series,Coimbatore,2017,34232,Diesel,Automatic,First,3584000.0000000005,BMW
5569,Honda CR-V Petrol,Chennai,2004,135000,Petrol,Automatic,Third,300000.0,Honda
5570,Renault Duster 110PS,Chennai,2012,80000,Diesel,Manual,First,675000.0,Renault
5571,Hyundai i20 Asta,Bangalore,2014,31045,Petrol,Manual,Second,565000.0,Hyundai
5572,Volkswagen Jetta 2013-2015,Pune,2013,58000,Diesel,Automatic,Second,750000.0,Volkswagen
5573,Hyundai Creta 1.6,Kochi,2018,35480,Diesel,Manual,First,1334000.0,Hyundai
5574,Maruti Ciaz VDI,Hyderabad,2016,62287,Diesel,Manual,First,790000.0,Maruti
5575,Hyundai i20 Asta,Coimbatore,2015,46162,Diesel,Manual,First,698000.0,Hyundai
5576,Hyundai Verna 1.6,Mumbai,2014,9200,Petrol,Manual,First,575000.0,Hyundai
5577,Volkswagen Polo Diesel,Kolkata,2012,55339,Diesel,Manual,First,265000.0,Volkswagen
5578,Volkswagen Polo Diesel,Kolkata,2011,55476,Diesel,Manual,First,249000.00000000003,Volkswagen
5579,Maruti SX4 Vxi,Pune,2007,68553,Petrol,Manual,Second,150000.0,Maruti
5580,Honda Mobilio RS,Kochi,2016,67376,Diesel,Manual,First,650000.0,Honda
5581,Renault Duster 110PS,Hyderabad,2013,42000,Diesel,Manual,First,800000.0,Renault
5582,Toyota Fortuner 2.8,Coimbatore,2019,28069,Diesel,Automatic,First,3085000.0,Toyota
5583,Volvo XC60 D4,Kochi,2014,93144,Diesel,Automatic,First,1714999.9999999998,Volvo
5584,Maruti Celerio VXI,Hyderabad,2014,24300,Petrol,Automatic,First,455000.0,Maruti
5585,Maruti Ciaz ZDi,Hyderabad,2015,47883,Diesel,Manual,Second,740000.0,Maruti
5586,Audi Q5 2008-2012,Kochi,2013,12467,Diesel,Automatic,First,2564000.0,Audi
5587,BMW X1 sDrive,Kolkata,2013,56683,Diesel,Automatic,Second,1350000.0,BMW
5588,Ford Figo Petrol,Bangalore,2013,38000,Petrol,Manual,First,355000.0,Ford
5589,Hyundai Elantra CRDi,Ahmedabad,2018,35000,Diesel,Manual,First,1500000.0,Hyundai
5590,Hyundai Verna 1.6,Pune,2007,80000,Petrol,Manual,Second,195000.0,Hyundai
5591,Honda Civic 2006-2010,Pune,2006,125000,Petrol,Manual,Second,229999.99999999997,Honda
5592,Toyota Fortuner 4x4,Chennai,2013,123000,Diesel,Manual,Second,1500000.0,Toyota
5593,Hyundai i10 Sportz,Chennai,2012,70000,Petrol,Manual,First,315000.0,Hyundai
5594,Nissan Sunny 2011-2014,Hyderabad,2012,87982,Diesel,Manual,First,500000.0,Nissan
5595,BMW 5 Series,Jaipur,2013,40714,Diesel,Automatic,Second,2475000.0,BMW
5596,Chevrolet Optra Magnum,Pune,2008,83000,Diesel,Manual,Second,260000.0,Chevrolet
5597,Hyundai i10 Asta,Ahmedabad,2011,86000,Petrol,Manual,First,375000.0,Hyundai
5598,Skoda Laura Ambiente,Ahmedabad,2009,60002,Diesel,Manual,Second,484999.99999999994,Skoda
5599,Mercedes-Benz E-Class 2009-2013,Jaipur,2013,60000,Diesel,Automatic,First,2700000.0,Mercedes-Benz
5600,Honda Amaze SX,Kolkata,2014,84677,Diesel,Manual,First,300000.0,Honda
5601,BMW X1 xDrive,Delhi,2017,23000,Diesel,Automatic,First,2875000.0,BMW
5602,Toyota Innova 2.5,Hyderabad,2016,81424,Diesel,Manual,First,1449000.0,Toyota
5603,Porsche Panamera 2010,Delhi,2013,36400,Diesel,Automatic,First,7200000.0,Porsche
5604,Nissan Sunny XV,Chennai,2012,70000,Diesel,Manual,Second,400000.0,Nissan
5605,Maruti Swift Dzire,Delhi,2015,40000,Diesel,Manual,Second,450000.0,Maruti
5606,Maruti Wagon R,Mumbai,2019,600,Petrol,Automatic,First,625000.0,Maruti
5607,Volkswagen Jetta 2013-2015,Pune,2015,65320,Diesel,Automatic,Second,1150000.0,Volkswagen
5608,Honda Accord 2.4,Pune,2009,79000,Petrol,Manual,Third,310000.0,Honda
5609,Honda City i,Mumbai,2018,5000,Petrol,Manual,First,1011000.0,Honda
5610,Hyundai Verna 1.6,Coimbatore,2019,6028,Petrol,Manual,First,1154000.0,Hyundai
5611,Maruti Wagon R,Delhi,2006,86000,Petrol,Manual,Second,100000.0,Maruti
5612,Maruti Swift Dzire,Kolkata,2013,160000,Diesel,Manual,Second,250000.0,Maruti
5613,Audi Q5 2008-2012,Kochi,2011,59967,Petrol,Automatic,First,1800000.0,Audi
5614,Toyota Etios Cross,Coimbatore,2018,43127,Diesel,Manual,First,685000.0,Toyota
5615,Hyundai i10 Era,Kochi,2012,65727,Petrol,Manual,First,297000.0,Hyundai
5616,Hyundai Verna 1.6,Pune,2013,70000,Petrol,Manual,First,475000.0,Hyundai
5617,Volkswagen Polo 1.5,Coimbatore,2018,39861,Diesel,Manual,First,738000.0,Volkswagen
5618,BMW 5 Series,Delhi,2017,16485,Diesel,Automatic,First,4275000.0,BMW
5619,Hyundai i20 1.4,Bangalore,2010,77332,Diesel,Manual,Second,365000.0,Hyundai
5620,Hyundai Grand i10,Kochi,2017,17489,Petrol,Automatic,First,599000.0,Hyundai
5621,Toyota Fortuner 4x2,Pune,2012,125000,Diesel,Automatic,First,1350000.0,Toyota
5622,Maruti Baleno Zeta,Chennai,2016,35129,Petrol,Automatic,First,700000.0,Maruti
5623,Hyundai Creta 1.6,Hyderabad,2016,22982,Petrol,Automatic,First,1095000.0,Hyundai
5624,Hyundai i10 Sportz,Pune,2013,54500,Petrol,Manual,Third,295000.0,Hyundai
5625,Tata Tigor XE,Ahmedabad,2017,16235,Diesel,Manual,First,550000.0,Tata
5626,Skoda Superb Style,Kochi,2017,73641,Petrol,Automatic,First,1707999.9999999998,Skoda
5627,Maruti Swift Dzire,Hyderabad,2015,59572,Diesel,Manual,First,685000.0,Maruti
5628,Honda CR-V 2.0,Jaipur,2014,112827,Petrol,Automatic,First,1050000.0,Honda
5629,Toyota Innova 2.5,Hyderabad,2010,118000,Diesel,Manual,First,875000.0,Toyota
5630,Honda City 1.5,Kolkata,2010,60000,Petrol,Manual,First,270000.0,Honda
5631,Hyundai Verna VTVT,Mumbai,2012,75059,Petrol,Automatic,First,425000.0,Hyundai
5632,Toyota Etios 1.4,Pune,2018,3000,Diesel,Manual,First,790000.0,Toyota
5633,Skoda Superb Elegance,Delhi,2011,78000,Petrol,Automatic,Second,450000.0,Skoda
5634,Nissan Sunny 2011-2014,Kolkata,2012,47000,Diesel,Manual,First,400000.0,Nissan
5635,Honda City 1.5,Delhi,2012,42000,Petrol,Manual,First,475000.0,Honda
5636,Hyundai Elite i20,Kolkata,2018,6820,Diesel,Manual,First,765000.0,Hyundai
5637,Chevrolet Optra 1.6,Kochi,2013,55176,Petrol,Manual,Second,347000.0,Chevrolet
5638,Honda Amaze S,Kochi,2016,39854,Petrol,Manual,First,564000.0,Honda
5639,Volkswagen Polo Petrol,Kolkata,2013,24000,Petrol,Manual,First,295000.0,Volkswagen
5640,Maruti Swift VDI,Jaipur,2016,55000,Diesel,Manual,First,565000.0,Maruti
5641,Ford Endeavour 3.0L,Kochi,2012,45840,Diesel,Automatic,First,841000.0,Ford
5642,Maruti Baleno LXI,Pune,2006,155000,Petrol,Manual,Third,85000.0,Maruti
5643,Maruti Wagon R,Pune,2003,125000,Petrol,Manual,Second,80000.0,Maruti
5644,Volkswagen Polo 1.5,Coimbatore,2014,52951,Diesel,Manual,First,565000.0,Volkswagen
5645,Hyundai Verna 1.6,Kolkata,2013,49000,Petrol,Manual,First,450000.0,Hyundai
5646,Maruti Ciaz ZDi,Ahmedabad,2015,52000,Diesel,Manual,First,690000.0,Maruti
5647,Toyota Qualis Fleet,Mumbai,2001,227000,Diesel,Manual,Fourth & Above,220000.00000000003,Toyota
5648,Nissan Sunny 2011-2014,Jaipur,2013,120005,Diesel,Manual,First,400000.0,Nissan
5649,Skoda Rapid 1.6,Mumbai,2015,33000,Petrol,Manual,First,560000.0,Skoda
5650,Maruti Eeco 7,Delhi,2016,126000,Petrol,Manual,First,220000.00000000003,Maruti
5651,Skoda Rapid Ultima,Bangalore,2013,66700,Petrol,Manual,First,400000.0,Skoda
5652,Toyota Fortuner 4x4,Jaipur,2014,122000,Diesel,Manual,Second,1600000.0,Toyota
5653,Hyundai Creta 1.6,Mumbai,2016,29000,Diesel,Manual,First,1260000.0,Hyundai
5654,Hyundai i20 Magna,Kochi,2014,42315,Petrol,Manual,First,479000.0,Hyundai
5655,Maruti Wagon R,Mumbai,2015,22001,CNG,Manual,First,365000.0,Maruti
5656,Honda City i,Kochi,2016,84580,Diesel,Manual,First,683000.0,Honda
5657,Maruti 800 Std,Jaipur,2002,75000,Petrol,Manual,First,51000.0,Maruti
5658,Ford Ikon 1.3,Pune,2006,85000,Petrol,Manual,Second,69000.0,Ford
5659,Maruti Swift Dzire,Delhi,2015,24296,Petrol,Manual,First,465000.00000000006,Maruti
5660,Honda City 1.5,Kolkata,2014,40000,Petrol,Manual,First,649000.0,Honda
5661,Hyundai Verna CRDi,Chennai,2009,64514,Diesel,Manual,First,290000.0,Hyundai
5662,Hyundai Verna 1.6,Delhi,2016,35000,Petrol,Manual,First,740000.0,Hyundai
5663,Renault KWID RXT,Bangalore,2016,41000,Petrol,Manual,Second,325000.0,Renault
5664,Maruti Wagon R,Ahmedabad,2008,60123,Petrol,Manual,Second,195000.0,Maruti
5665,Hyundai Grand i10,Jaipur,2015,53000,Petrol,Manual,Second,400000.0,Hyundai
5666,Hyundai i20 1.2,Delhi,2017,9000,Petrol,Manual,First,685000.0,Hyundai
5667,Honda Amaze S,Coimbatore,2015,53497,Petrol,Manual,First,545000.0,Honda
5668,Ford Fiesta 1.4,Hyderabad,2007,68000,Diesel,Manual,First,199000.0,Ford
5669,Hyundai Verna SX,Hyderabad,2014,65000,Diesel,Automatic,First,899000.0,Hyundai
5670,Toyota Etios VD,Kolkata,2014,45155,Diesel,Manual,First,650000.0,Toyota
5671,Honda Jazz 1.2,Coimbatore,2018,20026,Petrol,Automatic,First,927000.0,Honda
5672,Hyundai Verna 1.6,Ahmedabad,2015,60000,Diesel,Manual,First,699000.0,Hyundai
5673,Mercedes-Benz CLA 200,Coimbatore,2019,15976,Diesel,Automatic,First,3676000.0,Mercedes-Benz
5674,Skoda Octavia Elegance,Kochi,2017,30523,Petrol,Automatic,First,1707999.9999999998,Skoda
5675,Chevrolet Beat Diesel,Kolkata,2013,26300,Diesel,Manual,First,280000.0,Chevrolet
5676,Volkswagen Polo Diesel,Kolkata,2011,66000,Diesel,Manual,First,249000.00000000003,Volkswagen
5677,Maruti SX4 S,Jaipur,2016,70000,Diesel,Manual,First,885000.0,Maruti
5678,Honda City V,Ahmedabad,2011,46000,Petrol,Manual,First,415000.00000000006,Honda
5679,Volkswagen Vento 1.5,Hyderabad,2017,28000,Diesel,Manual,First,1000000.0,Volkswagen
5680,Hyundai Grand i10,Delhi,2017,46000,Petrol,Manual,First,475000.0,Hyundai
5681,Renault KWID AMT,Jaipur,2017,33000,Petrol,Automatic,First,320000.0,Renault
5682,Maruti Alto 800,Kochi,2017,27718,Petrol,Manual,First,328000.0,Maruti
5683,Ford Ecosport 1.5,Bangalore,2013,58000,Petrol,Manual,First,750000.0,Ford
5684,Maruti Baleno Zeta,Coimbatore,2018,33150,Petrol,Manual,First,739000.0,Maruti
5685,Maruti Ritz VDi,Pune,2013,77000,Diesel,Manual,First,365000.0,Maruti
5686,Mercedes-Benz E-Class 280,Chennai,2007,70000,Diesel,Automatic,First,1100000.0,Mercedes-Benz
5687,Maruti Ritz VDi,Kolkata,2012,97000,Diesel,Manual,First,300000.0,Maruti
5688,Chevrolet Beat Diesel,Chennai,2012,75300,Diesel,Manual,Second,225000.0,Chevrolet
5689,Maruti SX4 Vxi,Kochi,2010,69918,Petrol,Manual,First,283000.0,Maruti
5690,Maruti Omni 5,Coimbatore,2019,4721,Petrol,Manual,First,411000.00000000006,Maruti
5691,Mitsubishi Pajero Sport,Kolkata,2014,39163,Diesel,Manual,First,1470000.0,Mitsubishi
5692,Mercedes-Benz S Class,Pune,2013,80000,Petrol,Automatic,First,2500000.0,Mercedes-Benz
5693,Chevrolet Beat Diesel,Bangalore,2015,66000,Diesel,Manual,First,235000.0,Chevrolet
5694,Ford Figo 2015-2019,Coimbatore,2017,36154,Diesel,Manual,Second,641000.0,Ford
5695,Honda City i-VTEC,Ahmedabad,2012,34000,Petrol,Manual,First,575000.0,Honda
